item,year,worry,actual,expected,unexpected
Unemployment,2015,18.166666666666668,5.4,15.885927380916954,2.280739285749714
Unemployment,2016,15.583333333333334,4.9,10.838433484187675,4.744899849145659
Unemployment,2017,12.5,4.4,5.790939587458396,6.709060412541604
Unemployment,2018,10,4.1,2.7624432494208264,7.237556750579174
Unemployment,2019,9,3.8,-0.2660530886167436,9.266053088616744
Unemployment,2020,12,4.6,7.809937146150098,4.190062853849902
Unemployment,2021,11.166666666666666,4.6,7.809937146150098,3.356729520516568
Unemployment,2022,4.166666666666667,3.8,-0.2660530886167436,4.4327197552834106
Unemployment,2023,4.1,4.1,2.7624432494208264,1.3375567505791732
Unemployment,2024,5.296213825291028,4.3,4.781440808112535,0.5147730171784932
Unemployment,2025,6.951429453624233,4.9,10.838433484187675,-3.8870040305634417
Inflation,1979,64.33333333333333,13.4,45.66451422092847,18.66881911240486
Inflation,1980,67,18,66.0257300250214,0.974269974978597
Inflation,1982,31.666666666666668,8.6,35.13714076175514,-3.4704740950884734
Inflation,1983,22.142857142857142,4.6,18.795131615247946,3.347725527609196
Inflation,1984,18.1,5,15.227010777645908,2.872989222354093
Inflation,1985,16,6.1,19.11132234853163,-3.1113223485316297
Inflation,1986,8.25,3.4,12.078324287946678,-3.8283242879466783
Inflation,1987,4.8,4.2,11.309820554299092,-6.509820554299092
Inflation,1988,8.083333333333334,4.9,14.436997002484327,-6.353663669150993
Inflation,1989,19.333333333333332,7.8,24.251482602365368,-4.918149269032035
Inflation,1990,24.166666666666668,9.5,32.996022823117876,-8.829356156451208
Inflation,1991,15.666666666666666,5.9,23.899032739764955,-8.232366073098289
Inflation,1992,9.090909090909092,3.7,12.766321628869335,-3.675412537960243
Inflation,1993,5.666666666666667,1.6,3.625084282108218,2.041582384558449
Inflation,1994,5.083333333333333,2.4,3.577456541844386,1.505876791488947
Inflation,1995,4.666666666666667,3.5,7.942352108319275,-3.275685441652608
Inflation,1996,3,2.4,5.860230520892941,-2.860230520892941
Inflation,1997,3.636363636363636,3.1,6.704632990029621,-3.0682693536659853
Inflation,1998,4.583333333333333,3.4,8.473944321027908,-3.8906109876945747
Inflation,1999,4.166666666666667,1.5,2.955216505843927,1.2114501608227402
Inflation,2000,3.4166666666666665,3,5.313889220381576,-1.8972225537149092
Inflation,2001,1.9,1.8,3.4029218489719977,-1.5029218489719978
Inflation,2002,2.1666666666666665,1.7,1.651740082632076,0.5149265840345905
Inflation,2003,2.3333333333333335,2.9,5.244751438603745,-2.911418105270412
Inflation,2004,2.5,3,6.995933204943668,-4.495933204943668
Inflation,2005,2,2.8,6.497219644696132,-4.497219644696132
Inflation,2006,2.636363636363636,3.2,7.494646765191203,-4.858283128827567
Inflation,2007,4.333333333333333,4.3,11.378958336076922,-7.045625002743589
Inflation,2008,17.416666666666668,4,11.772274985229895,5.6443916814367725
Inflation,2009,10.666666666666666,-0.5,-2.51250309222059,13.179169758887255
Inflation,2010,10.272727272727272,4.6,7.861845715594344,2.410881557132927
Inflation,2011,14.5,5.2,15.845870336790735,-1.3458703367907354
Inflation,2012,15.181818181818182,3.2,10.37815073872622,4.803667443091962
