year,n_speeches,mean_self_ratio,se_self_ratio
2020,1494,0.35729022690558454,0.0043062697701733346
2021,1495,0.35950458710197053,0.004454131046844775
2022,1494,0.36760876377287066,0.004357191344312307
2023,1487,0.3708865978465147,0.004302352176599979
2024,1495,0.3723635548107019,0.0042903438735018154
2025,1491,0.3629052959868737,0.004288852186221887
